"record_status","archive_id","archive_sha256","provider","basin_id","basin_name","field_id","field_name","well_id","well_name","wellbore_id","wellbore_name","branch_id","dependence_family_id","platform_id","campaign_id","identity_evidence","dependence_evidence","qualification_status","exclusion_reason_code","candidate_archive_identity_status","candidate_well_values","candidate_field_status","candidate_field_values","candidate_unit_ids","candidate_dependence_family_ids","principal_review_status","notes"
"ACTIVE","T0_PERTH_004","a59cbb8c7ad65445e418ab1198a1c9dc8e68e48f44af9d5b30c272a0e4ae948d","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Perth","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Charon-1","MULTIPLE_HEADER_FIELD_CANDIDATES","Charon | Houtman Sub-basin | WA-328-P","UNITCAND_0066","FAMILYCAND_0048","TO_BE_REVIEWED","T0 relative path: P00636353.zip; T1a0 member_count=1572; no entry stream opened; T1a1 safe_pass_members=15; all5_candidate_tokens=false"
"ACTIVE","T0_PERTH_005","a16de2c79a9c1edc1767d724f05aed5e1a67042d0ba425d1b182a11412630166","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Perth","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Koel-1","MULTIPLE_HEADER_FIELD_CANDIDATES","Perth Basin | WA-481-P","UNITCAND_0067","FAMILYCAND_0049","TO_BE_REVIEWED","T0 relative path: P00705480.zip; T1a0 member_count=36; no entry stream opened; T1a1 safe_pass_members=10; all5_candidate_tokens=true"
"ACTIVE","T0_PERTH_006","539751ec3e6209351c2950c386d33586fdab88e782f44df0590448d071c5e936","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Perth","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","PATH_ONLY_REVIEW_REQUIRED","","NO_HEADER_FIELD_CANDIDATE","","UNITCAND_0068","FAMILYCAND_0050","TO_BE_REVIEWED","T0 relative path: P00705481.zip; T1a0 member_count=772; no entry stream opened; T1a1 safe_pass_members=4; all5_candidate_tokens=false"
"ACTIVE","T0_BROWSE_001","09cc5c35142c817b3a77f70a8efb64fa71ea23628eb440132ec2d62a6114e144","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Browse","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","MULTIPLE_HEADER_WELL_CANDIDATES","Crown-1 | CROWN-1 | Crown-1 ST1","SINGLE_HEADER_FIELD_CANDIDATE","Crown","UNITCAND_0012|UNITCAND_0013","FAMILYCAND_0009","TO_BE_REVIEWED","T0 relative path: D00013871.zip; T1a0 member_count=117; no entry stream opened; T1a1 safe_pass_members=36; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_002","b16329fea1d82e0b32f7fa9a8e29eeda0d02928440c3d1917eca0eb72e3569b9","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Browse","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Auriga West-1 | AURIGA WEST-1","MULTIPLE_HEADER_FIELD_CANDIDATES","Auriga | Auriga West | BROWSE BASIN","UNITCAND_0014","FAMILYCAND_0010","TO_BE_REVIEWED","T0 relative path: D00017173.zip; T1a0 member_count=143; no entry stream opened; T1a1 safe_pass_members=52; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_003","939fa7328f0e92213e5060022bfa0f8efa62a467c8400eaebb8d551a909f9286","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Browse","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","BDC-1C-06","SINGLE_HEADER_FIELD_CANDIDATE","Ichthys","UNITCAND_0015","FAMILYCAND_0011","TO_BE_REVIEWED","T0 relative path: D00017375.zip; T1a0 member_count=79; no entry stream opened; T1a1 safe_pass_members=12; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_004","530bb823023a8b3877d9b35085429c8315d6c780c0ef7e7effb17fb290935fad","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Browse","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","BDC-1C-06","SINGLE_HEADER_FIELD_CANDIDATE","ICHTHYS","UNITCAND_0016","FAMILYCAND_0011","TO_BE_REVIEWED","T0 relative path: D00017377.zip; T1a0 member_count=201; no entry stream opened; T1a1 safe_pass_members=12; all5_candidate_tokens=false"
"ACTIVE","T0_BROWSE_005","1770720c03451abeaf5f7eac58829dd27b860e3e5265d35c695ad4fb6470b919","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Browse","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","Brecknock 2 | Brecknock-2","SINGLE_HEADER_FIELD_CANDIDATE","Exploration | EXPLORATION","UNITCAND_0017","FAMILYCAND_0012","TO_BE_REVIEWED","T0 relative path: P00632055.zip; T1a0 member_count=132; no entry stream opened; T1a1 safe_pass_members=12; all5_candidate_tokens=false"
"ACTIVE","T0_BROWSE_006","62cd664fbb1f33b6850555a4bd3752bc6f92cfdca83400110b7faf7be6bc48ed","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Browse","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","MULTIPLE_HEADER_WELL_CANDIDATES","Argus-2 | Argus-2 ST1","SINGLE_HEADER_FIELD_CANDIDATE","Browse Basin","UNITCAND_0018|UNITCAND_0019","FAMILYCAND_0013","TO_BE_REVIEWED","T0 relative path: P00636846.zip; T1a0 member_count=315; no entry stream opened; T1a1 safe_pass_members=32; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_007","1f1db9a648fb3d4c55044062a1aa01624571e9257ddfb23c97c2341da6d9acab","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Browse","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","MULTIPLE_HEADER_WELL_CANDIDATES","Crown-1 | CROWN-1 | Crown-1 ST1","SINGLE_HEADER_FIELD_CANDIDATE","Crown","UNITCAND_0020|UNITCAND_0021","FAMILYCAND_0009","TO_BE_REVIEWED","T0 relative path: P00696675.zip; T1a0 member_count=100; no entry stream opened; T1a1 safe_pass_members=50; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_008","4915409d95cdfafa65c609f924f0601d9c5229b78bbc63af13669b91c6668f40","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Browse","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","BDC-1A-06","SINGLE_HEADER_FIELD_CANDIDATE","Ichthys","UNITCAND_0022","FAMILYCAND_0014","TO_BE_REVIEWED","T0 relative path: P00712768.zip; T1a0 member_count=54; no entry stream opened; T1a1 safe_pass_members=14; all5_candidate_tokens=true"
"ACTIVE","T0_BROWSE_009","587682577bffe5f1f7b0d8b80b9cff9d84d3bad302ea818d5097ba7c1df3be65","NOPIMS","PENDING_BASIN_CONTEXT_VERIFICATION","Browse","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_PRINCIPAL_IDENTITY_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_WELLBORE_BRANCH_REVIEW","PENDING_PRINCIPAL_DEPENDENCE_REVIEW","UNKNOWN","UNKNOWN","0725_archive_identity_candidates_v2.csv","0725_dependence_family_candidates_v1.csv","IDENTITY_DEPENDENCE_CANDIDATES_PENDING_PRINCIPAL_REVIEW","","SINGLE_HEADER_WELL_CANDIDATE","BDC-1A-06","SINGLE_HEADER_FIELD_CANDIDATE","Ichthys","UNITCAND_0023","FAMILYCAND_0014","TO_BE_REVIEWED","T0 relative path: P00712770.zip; T1a0 member_count=293; no entry stream opened; T1a1 safe_pass_members=97; all5_candidate_tokens=false"
